Family_Composition,Generation,Parents_education,Family_Income,athletic_level,F2_College_entrance,High_School_Attendence,School_Urbanicity,Number_of_school_activities,F3_GPA_first_year_,F3_Highest_level_of_education,F1_Std Math,Std_Math_Reading,Units_in_math,Free_Lunch,9_12 GPA,gender_Female,gender_Male,Race_Amer. Indian/Alaska Native,"Race_Asian, Hawaii/Pac. Islander",Race_Black or African American,"Race_Hispanic, no race specified","Race_Hispanic, race specified",Race_More than one race,Race_White,marital_parental_status_M w bio children,marital_parental_status_M w/o bio children,marital_parental_status_Single/separtd/divrcd/widowd w bio chld,marital_parental_status_Single/separtd/divrcd/widowd w/o bio chd,Geographical_Region_Midwest,Geographical_Region_Northeast,Geographical_Region_South,Geographical_Region_West,School_Control_Catholic,School_Control_Other private,School_Control_Public
1.0,3.0,2.0,10,2.0,4.0,6.0,1,1.0,3.0,1.0,64.02,61.48,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,,7.0,12,2.0,4.0,6.0,1,0.0,2.0,1.0,60.33,57.12,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,8.0,12,2.0,4.0,6.0,1,2.0,3.25,1.0,57.79,65.81,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,5.0,10,0.0,,6.0,1,2.0,3.0,1.0,59.36,61.92,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.0,3.0,7.0,10,1.0,3.0,6.0,1,1.0,3.5,1.0,68.08,62.62,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,1.0,1.0,6.0,1,2.0,3.0,0.0,59.4,62.61,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,4.0,10,0.0,2.0,6.0,1,0.0,3.5,1.0,65.31,57.41,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,,7.0,12,2.0,3.0,6.0,1,0.0,2.5,1.0,55.44,58.81,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,2.0,8.0,13,1.0,4.0,6.0,1,5.0,4.0,1.0,73.18,72.18,,1.0,6.0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,8.0,11,1.0,3.0,6.0,1,0.0,,1.0,65.11,63.66,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,7.0,10,1.0,3.0,6.0,1,0.0,2.5,1.0,59.83,65.48,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,1.0,2.0,6.0,1,0.0,3.25,1.0,50.97,55.31,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,11,0.0,4.0,6.0,1,1.0,4.0,1.0,69.36,75.91,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,11,0.0,4.0,6.0,1,1.0,3.75,1.0,67.02,70.62,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,2.0,3.0,6.0,1,0.0,0.75,0.0,55.22,58.35,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,10,1.0,4.0,6.0,1,0.0,2.75,1.0,73.45,72.34,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,10,1.0,4.0,6.0,1,0.0,3.25,1.0,70.19,72.71,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,2.0,8.0,12,,4.0,6.0,1,4.0,2.25,0.0,66.32,51.2,,1.0,4.0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,12,1.0,4.0,6.0,1,0.0,3.25,1.0,63.6,62.49,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,1.0,2.0,6.0,1,1.0,3.0,1.0,58.75,64.53,,1.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,5.0,12,1.0,2.0,6.0,1,0.0,0.5,0.0,61.74,55.88,,1.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,7.0,13,2.0,,6.0,1,1.0,3.5,1.0,72.22,71.56,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,2.0,6.0,11,1.0,3.0,6.0,1,1.0,3.25,1.0,57.3,63.67,,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,12,1.0,4.0,6.0,1,1.0,3.25,1.0,69.0,66.17,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,2.0,11,2.0,3.0,6.0,1,1.0,2.75,1.0,53.06,52.56,,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,5.0,9,3.0,,6.0,1,1.0,,1.0,49.87,53.25,,1.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1.0,3.0,6.0,10,1.0,4.0,6.0,1,0.0,1.5,1.0,64.51,61.44,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2.0,3.0,5.0,11,0.0,3.0,6.0,1,2.0,3.25,1.0,56.41,55.31,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,8.0,11,2.0,,6.0,1,4.0,3.5,1.0,65.13,66.79,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.0,3.0,7.0,12,2.0,3.0,6.0,1,2.0,2.5,1.0,61.08,57.52,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,1.0,2.0,7,0.0,0.0,11.0,1,0.0,,0.0,,42.27,,1.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6.0,3.0,2.0,9,2.0,3.0,3.0,1,0.0,0.75,0.0,52.64,51.74,,1.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,,3.0,6.0,1,2.0,2.5,1.0,67.03,58.78,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,3.0,6,2.0,2.0,6.0,1,0.0,2.0,0.0,,43.5,,1.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1.0,1.0,6.0,9,2.0,,6.0,1,2.0,3.5,1.0,66.97,57.74,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2.0,3.0,3.0,10,0.0,4.0,4.0,1,0.0,2.5,0.0,55.49,62.99,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,3.0,7,0.0,,6.0,1,0.0,3.75,0.0,52.42,54.38,,1.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,3.0,3.0,10,2.0,0.0,4.0,1,6.0,,0.0,59.29,59.04,,1.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,3.0,11,3.0,3.0,6.0,1,0.0,2.75,0.0,51.35,50.68,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,2.0,12,2.0,3.0,6.0,1,0.0,2.5,1.0,54.66,52.72,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,4.0,8,2.0,2.0,4.0,1,0.0,2.5,1.0,54.99,58.86,,1.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,2.0,4.0,6.0,1,1.0,,1.0,71.8,67.45,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,4.0,11,0.0,4.0,6.0,1,3.0,2.25,1.0,65.48,62.06,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,10,2.0,4.0,6.0,1,2.0,1.5,0.0,58.16,60.83,,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,7.0,10,0.0,,6.0,1,2.0,2.5,0.0,52.84,54.95,,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6.0,3.0,6.0,12,2.0,3.0,4.0,1,2.0,3.25,1.0,50.04,61.9,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,4.0,7,1.0,3.0,6.0,1,0.0,3.25,1.0,59.35,50.17,,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1.0,3.0,5.0,9,2.0,2.0,6.0,1,0.0,2.75,1.0,67.37,57.65,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,3.0,,6.0,1,0.0,2.75,1.0,49.27,51.57,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,12,2.0,1.0,4.0,1,1.0,2.25,0.0,,56.33,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,5.0,11,0.0,,6.0,1,0.0,2.5,0.0,40.35,44.92,,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.0,3.0,4.0,10,2.0,3.0,6.0,1,1.0,2.5,1.0,53.57,55.48,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,8.0,13,0.0,4.0,3.0,1,3.0,2.5,1.0,69.96,72.18,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,13,2.0,,6.0,1,1.0,3.25,1.0,73.01,81.04,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,5.0,12,3.0,4.0,6.0,1,2.0,3.5,0.0,61.31,66.69,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,11,1.0,3.0,6.0,1,0.0,2.0,1.0,54.93,56.41,,1.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,8.0,9,1.0,3.0,6.0,1,2.0,3.25,1.0,60.23,61.29,,1.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3.0,,2.0,11,3.0,4.0,4.0,1,2.0,3.75,1.0,49.46,51.48,,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,12,2.0,4.0,6.0,1,3.0,3.25,1.0,70.59,68.2,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,3.0,8,1.0,3.0,6.0,1,4.0,3.25,0.0,61.83,63.86,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
7.0,1.0,8.0,8,2.0,0.0,4.0,1,4.0,,0.0,43.79,42.84,,1.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,8.0,10,1.0,3.0,6.0,1,3.0,4.0,1.0,53.88,67.66,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,4.0,11,,3.0,6.0,1,1.0,3.25,1.0,57.63,54.63,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,2.0,4.0,6.0,1,0.0,3.75,1.0,64.12,65.25,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,10,1.0,,6.0,1,1.0,1.75,0.0,49.27,47.64,,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.0,1.0,8.0,12,2.0,1.0,4.0,1,2.0,2.0,0.0,44.07,44.52,,1.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
2.0,3.0,6.0,11,0.0,2.0,6.0,1,0.0,3.25,1.0,51.22,52.4,,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,8.0,13,1.0,3.0,6.0,1,0.0,2.5,0.0,58.3,61.36,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,2.0,7.0,11,0.0,1.0,4.0,1,1.0,4.0,0.0,63.04,57.85,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,1.0,0.0,4.0,1,0.0,2.75,0.0,,62.69,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,6.0,11,,4.0,6.0,1,1.0,3.75,1.0,61.91,61.66,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,8.0,12,2.0,1.0,6.0,1,0.0,2.75,1.0,51.39,58.52,,1.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,5.0,11,2.0,1.0,6.0,1,3.0,0.0,0.0,45.29,46.37,,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
2.0,3.0,8.0,12,2.0,3.0,6.0,1,3.0,3.25,1.0,62.91,73.42,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,2.0,10,2.0,1.0,6.0,1,0.0,2.0,0.0,45.5,40.64,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,11,1.0,2.0,6.0,1,0.0,3.25,1.0,48.44,50.25,,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,3.0,10,0.0,3.0,6.0,1,2.0,4.0,1.0,57.11,52.4,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,2.0,9,2.0,4.0,6.0,1,4.0,3.5,0.0,57.06,60.03,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,4.0,9,0.0,1.0,6.0,1,0.0,,0.0,52.93,51.21,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1.0,3.0,6.0,11,0.0,4.0,6.0,1,1.0,3.5,1.0,63.23,61.23,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
6.0,3.0,7.0,12,2.0,4.0,6.0,1,0.0,3.25,1.0,61.04,63.9,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,5.0,12,1.0,2.0,6.0,1,1.0,3.0,1.0,49.46,48.48,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2.0,3.0,5.0,9,0.0,1.0,9.0,1,0.0,,0.0,,50.02,,1.0,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1.0,3.0,2.0,13,1.0,,6.0,1,0.0,2.75,1.0,48.28,57.7,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.0,3.0,2.0,8,2.0,,6.0,1,0.0,3.75,0.0,44.43,47.06,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.0,3.0,7.0,11,2.0,4.0,6.0,1,0.0,3.0,1.0,61.45,57.37,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,10,1.0,3.0,6.0,1,1.0,3.25,0.0,50.25,46.29,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,8.0,11,,2.0,6.0,1,1.0,3.25,1.0,54.62,49.35,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,2.0,3.0,6.0,1,0.0,2.25,1.0,56.09,54.47,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,1.0,4.0,6.0,1,1.0,2.75,1.0,67.04,64.17,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,2.0,12,0.0,4.0,6.0,1,2.0,3.75,1.0,65.73,65.32,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,,3.0,8,1.0,4.0,3.0,1,2.0,2.25,0.0,56.44,61.52,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2.0,3.0,8.0,8,2.0,3.0,6.0,1,0.0,2.0,0.0,62.54,63.75,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,13,2.0,2.0,6.0,1,2.0,,1.0,47.27,48.34,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,6.0,6,0.0,3.0,6.0,1,0.0,,0.0,47.46,47.12,,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,6.0,5,2.0,3.0,6.0,1,0.0,2.25,0.0,45.21,45.8,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,5.0,11,0.0,4.0,6.0,1,1.0,4.0,1.0,60.84,65.52,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,10,2.0,3.0,6.0,1,4.0,3.25,1.0,54.79,55.74,,1.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,8.0,11,0.0,4.0,6.0,1,5.0,4.0,1.0,73.78,75.12,,1.0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,5.0,11,1.0,4.0,6.0,1,0.0,4.0,1.0,65.22,60.71,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,11,0.0,2.0,6.0,1,1.0,,1.0,44.76,49.75,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,3.0,6,2.0,1.0,4.0,1,0.0,3.0,1.0,57.11,56.85,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,12,2.0,3.0,6.0,1,2.0,3.5,1.0,65.01,57.45,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,1.0,2.0,9,2.0,3.0,6.0,1,0.0,2.5,1.0,43.65,49.58,,1.0,4.0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1.0,3.0,5.0,11,0.0,2.0,6.0,1,0.0,2.0,1.0,44.58,50.61,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,6.0,10,1.0,3.0,6.0,1,0.0,,1.0,61.21,61.57,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,7.0,11,0.0,3.0,6.0,1,3.0,3.0,1.0,55.96,60.62,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,,2.0,8,1.0,,6.0,1,1.0,,1.0,37.06,48.74,,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.0,3.0,2.0,11,2.0,4.0,3.0,1,0.0,3.75,0.0,68.71,58.82,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,3.0,11,0.0,2.0,6.0,1,0.0,2.25,0.0,51.52,55.57,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,3.0,10,0.0,3.0,6.0,1,0.0,3.0,1.0,61.29,59.65,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,2.0,10,2.0,1.0,6.0,1,0.0,3.0,0.0,58.78,55.96,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,4.0,11,2.0,4.0,6.0,1,2.0,4.0,1.0,62.03,66.11,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,4.0,9,0.0,3.0,6.0,1,0.0,,1.0,46.38,66.92,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,2.0,4,0.0,1.0,6.0,1,0.0,2.0,0.0,44.64,48.86,,1.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
2.0,1.0,5.0,1,1.0,0.0,4.0,1,0.0,,0.0,39.47,42.06,,1.0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2.0,3.0,6.0,11,2.0,3.0,6.0,1,2.0,3.75,1.0,55.03,61.0,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,1.0,4.0,5,2.0,0.0,6.0,1,1.0,1.25,0.0,52.65,52.52,,1.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,6.0,9,2.0,0.0,11.0,1,0.0,0.0,0.0,,55.76,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,2.0,9,2.0,1.0,6.0,1,0.0,3.0,0.0,56.97,53.74,,1.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,1.0,3.0,9,0.0,0.0,6.0,1,0.0,,0.0,36.55,43.23,,1.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,,6.0,10,1.0,0.0,6.0,1,0.0,,0.0,45.2,47.37,,1.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1.0,3.0,6.0,11,2.0,1.0,6.0,1,1.0,3.75,1.0,60.53,67.3,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,1.0,3.0,6.0,1,0.0,,1.0,51.38,56.75,,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
5.0,1.0,6.0,6,2.0,1.0,6.0,1,0.0,,0.0,32.45,37.17,,1.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3.0,3.0,8.0,11,0.0,1.0,6.0,1,1.0,1.75,0.0,39.77,49.6,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,4.0,9,2.0,3.0,6.0,1,7.0,2.5,1.0,51.55,57.35,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,,1.0,8,2.0,0.0,6.0,1,0.0,2.75,0.0,57.53,57.31,,1.0,5.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,11,2.0,4.0,6.0,1,3.0,3.5,1.0,64.65,63.59,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,2.0,9,0.0,1.0,6.0,1,2.0,4.0,1.0,46.72,44.58,,1.0,5.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,4.0,10,1.0,3.0,6.0,1,0.0,,0.0,61.9,62.05,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,6.0,9,0.0,0.0,6.0,1,0.0,,0.0,41.0,43.79,,1.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,2.0,10,2.0,3.0,6.0,1,0.0,3.5,1.0,51.89,48.72,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
7.0,3.0,6.0,10,2.0,4.0,6.0,1,0.0,3.25,1.0,60.68,62.66,,1.0,6.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,12,2.0,1.0,6.0,1,0.0,3.75,1.0,70.17,66.26,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
,,,9,,1.0,6.0,1,,2.75,0.0,59.54,62.36,,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,2.0,9,1.0,3.0,6.0,1,0.0,,1.0,60.45,68.46,,1.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5.0,3.0,7.0,4,0.0,1.0,6.0,1,1.0,3.5,0.0,46.7,49.15,,1.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,,4.0,13,1.0,1.0,6.0,1,1.0,0.0,0.0,50.93,58.79,,1.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,6.0,10,1.0,2.0,6.0,1,3.0,3.5,1.0,60.31,61.78,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,4.0,10,0.0,1.0,6.0,1,2.0,2.5,0.0,55.18,57.92,,1.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1.0,3.0,5.0,8,2.0,3.0,6.0,1,0.0,3.75,1.0,63.9,58.31,,1.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
